324
774
1 2 3
211 212 3
211 213 2
211 214 1
212 213 1
212 214 2
213 214 3
213 215 2
213 216 1
214 215 1
214 216 2
215 216 3
217 218 3
217 219 2
217 220 1
218 219 1
218 220 2
219 220 3
219 221 2
219 222 1
220 221 1
220 222 2
221 222 3
221 223 2
221 224 1
222 223 1
222 224 2
223 224 3
223 225 2
223 226 1
224 225 1
224 226 2
225 226 3
225 227 2
225 228 1
226 227 1
226 228 2
227 228 3
227 229 2
227 230 1
228 229 1
228 230 2
229 230 3
229 231 2
229 232 1
230 231 1
230 232 2
231 232 3
231 233 2
231 234 1
232 233 1
232 234 2
233 234 3
233 235 2
233 236 1
234 235 1
234 236 2
235 236 3
235 237 2
235 238 1
236 237 1
236 238 2
237 238 3
237 239 2
237 240 1
238 239 1
238 240 2
239 240 3
239 241 2
239 242 1
240 241 1
240 242 2
241 242 3
241 243 2
241 244 1
242 243 1
242 244 2
243 244 3
243 245 2
243 246 1
244 245 1
244 246 2
245 246 3
245 247 2
245 248 1
246 247 1
246 248 2
247 248 3
247 249 2
247 250 1
248 249 1
248 250 2
249 250 3
249 251 2
249 252 1
250 251 1
250 252 2
251 252 3
253 254 3
253 255 2
253 256 1
254 255 1
254 256 2
255 256 3
255 257 2
255 258 1
256 257 1
256 258 2
257 258 3
257 259 2
257 260 1
258 259 1
258 260 2
259 260 3
259 261 2
259 262 1
260 261 1
260 262 2
261 262 3
261 263 2
261 264 1
262 263 1
262 264 2
263 264 3
263 265 2
263 266 1
264 265 1
264 266 2
265 266 3
265 267 2
265 268 1
266 267 1
266 268 2
267 268 3
267 269 2
267 270 1
268 269 1
268 270 2
269 270 3
269 271 2
269 272 1
270 271 1
270 272 2
271 272 3
271 273 2
271 274 1
272 273 1
272 274 2
273 274 3
273 275 2
273 276 1
274 275 1
274 276 2
275 276 3
275 277 2
275 278 1
276 277 1
276 278 2
277 278 3
277 279 2
277 280 1
278 279 1
278 280 2
279 280 3
279 281 2
279 282 1
280 281 1
280 282 2
281 282 3
281 283 2
281 284 1
282 283 1
282 284 2
283 284 3
283 285 2
283 286 1
284 285 1
284 286 2
285 286 3
285 287 2
285 288 1
286 287 1
286 288 2
287 288 3
289 290 3
289 291 2
289 292 1
290 291 1
290 292 2
291 292 3
291 293 2
291 294 1
292 293 1
292 294 2
293 294 3
293 295 2
293 296 1
294 295 1
294 296 2
295 296 3
295 297 2
295 298 1
296 297 1
296 298 2
297 298 3
297 299 2
297 300 1
298 299 1
298 300 2
299 300 3
299 301 2
299 302 1
300 301 1
300 302 2
301 302 3
301 303 2
301 304 1
302 303 1
302 304 2
303 304 3
303 305 2
303 306 1
304 305 1
304 306 2
305 306 3
305 307 2
305 308 1
306 307 1
306 308 2
307 308 3
307 309 2
307 310 1
308 309 1
308 310 2
309 310 3
309 311 2
309 312 1
310 311 1
310 312 2
311 312 3
311 313 2
311 314 1
312 313 1
312 314 2
313 314 3
313 315 2
313 316 1
314 315 1
314 316 2
315 316 3
315 317 2
315 318 1
316 317 1
316 318 2
317 318 3
317 319 2
317 320 1
318 319 1
318 320 2
319 320 3
319 321 2
319 322 1
320 321 1
320 322 2
321 322 3
321 323 2
321 324 1
322 323 1
322 324 2
323 324 3
