144
506
1 2 3
124 137 1
125 126 3
125 136 1
125 137 2
125 138 1
126 127 3
126 137 1
126 138 2
126 139 1
127 128 3
127 138 1
127 139 2
127 140 1
128 129 3
128 139 1
128 140 2
128 141 1
129 130 3
129 140 1
129 141 2
129 142 1
130 131 3
130 141 1
130 142 2
130 143 1
131 132 3
131 142 1
131 143 2
131 144 1
132 143 1
132 144 2
133 134 3
134 135 3
135 136 3
136 137 3
137 138 3
138 139 3
139 140 3
140 141 3
141 142 3
142 143 3
143 144 3
